Population code,Species,Reidentification,Reidentifier,Notes,Collector + number,Provider identifier,Locality,Country,State,County,Latitude,Longitude,GPS source,,# individuals,Verbatim latitude,Verbatim longitude,Provider acronym,,Qubit 1,Qubit 2,Qubit average,Qubit 1 (Cleaned),Qubit 2 (Cleaned) ,Qubit average (Cleaneed,Cleaned to 50𝜇l,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of TE to add,Library made,Note
E424,Symphyotrichum lateriflorum,,,,Thomspon Jr. 631,,,,TN,Shelby,35.1782557,-89.8739775,County centroid,,,,,MEM,,3.41,3.3,3.355,,,,,412.665,Use whole sample,Vacuum centrifuge then add 25 uL,,
E425,Symphyotrichum lateriflorum,,,,Warrington 405.9,,,,TN,Tipton,35.499348,-89.7487432,County centroid,,,,,MEM,,26.7,26.3,26.5,,,,,3259.5,18.86792453,Vacuum centrifuge then add 25 uL,,
E426,Ionactis linariifolius,,,,Athey 2168,,,,KY,Calloway,36.6257937,-88.271076,County centroid,,,,,MEM,,2.01,2.04,2.025,,,,,249.075,Use whole sample,Vacuum centrifuge then add 25 uL,,
E427,Ionactis linariifolius,,,,Athey 3670,,,,KY,Logan,36.823707,-86.8833607,County centroid,,,,,MEM,,3.36,3.37,3.365,,,,,413.895,Use whole sample,Vacuum centrifuge then add 25 uL,,
E428,Ionactis linariifolius,,,,Athey 4524,,,,KY,Marshall,36.8624306,-88.3264641,County centroid,,,,,MEM,,2.32,2.28,2.3,,,,,282.9,Use whole sample,Vacuum centrifuge then add 25 uL,,
E429,Ionactis linariifolius,,,,Athey 3915,,,,KY,Trigg,36.7949221,-87.8782433,County centroid,,,,,MEM,,2.59,2.5,2.545,,,,,313.035,Use whole sample,Vacuum centrifuge then add 25 uL,,
E430,Ionactis linariifolius,,,,Athey 3494,,,,SC,Horry,33.9204504,-78.9578973,County centroid,,,,,MEM,,5.81,5.69,5.75,,,,,707.25,86.95652174,Vacuum centrifuge then add 25 uL,,
E431,Sericocarpus asteroides,,,,Leonard 1742,,,,NC,Harnett,35.388093,-78.8624963,County centroid,,,,,MEM,,2.04,1.9,1.97,,,,,242.31,Use whole sample,Vacuum centrifuge then add 25 uL,,
E432,Sericocarpus asteroides,,,,Athey s.n.,,,,NC,Swain,35.45819,-83.466275,County centroid,,,,,MEM,,7.03,6.88,6.955,,,,,855.465,71.8907261,Vacuum centrifuge then add 25 uL,,
E433,Solidago ptarmicoides,,,,Kral 76847,,,,GA,Floyd,34.2421984,-85.2229248,County centroid,,,,,MEM,,4.51,4.42,4.465,,,,,549.195,111.9820829,Vacuum centrifuge then add 25 uL,,
E434,Symphyotrichum divaricatum,,,,Browne 76H3.1,,,,TN,Lake,36.3379566,-89.4685963,County centroid,,,,,MEM,,20.1,19.5,19.8,,,,,2435.4,25.25252525,Vacuum centrifuge then add 25 uL,,
E435,Symphyotrichum divaricatum,,,,Thompson Jr. 1050,,,,TN,Shelby,35.1782557,-89.8739775,County centroid,,,,,MEM,,19.8,19.3,19.55,,,,,2404.65,25.57544757,Vacuum centrifuge then add 25 uL,,
E436,Symphyotrichum divaricatum,,,Low QC,Warrington 405,,,,TN,Tipton,35.499348,-89.7487432,County centroid,,,,,MEM,,28.4,27.4,27.9,,,,,3431.7,17.92114695,Vacuum centrifuge then add 25 uL,,
E437,Heuchera villosa,,,,Thompson 1106,,,,KY,Edmonson,37.1999181,-86.2206738,County centroid,,,,,MEM,,13.9,13.3,13.6,,,,,1672.8,36.76470588,Vacuum centrifuge then add 25 uL,,
E438,Heuchera americana var. americana,,,,Browne 70K14.5,,,,KY,Pulaski,37.1124781,-84.593893,County centroid,,,,,MEM,,9.38,9.26,9.32,,,,,1146.36,53.64806867,Vacuum centrifuge then add 25 uL,,
E439,Heuchera americana var. americana,,,,Gentry 926,,,,KY,Henry,38.447983,-85.1191168,County centroid,,,,,MEM,,14.1,13.7,13.9,,,,,1709.7,35.97122302,Vacuum centrifuge then add 25 uL,,
E440,Heuchera americana var. americana,,,,Bates 2064,,,,TN,Decatur,35.6067875,-88.1083982,County centroid,,,,,MEM,,32.3,31.5,31.9,,,,,3923.7,15.67398119,Vacuum centrifuge then add 25 uL,,
E441,Heuchera americana var. hirsuticaulis,,,,Bates 1758,,,,TN,Hardeman,35.1743058,-88.9963359,County centroid,,,,,MEM,,14.5,13.9,14.2,,,,,1746.6,35.21126761,Vacuum centrifuge then add 25 uL,,
E442,Heuchera americana var. hirsuticaulis,,,,Bates 2205,,,,TN,McNairy,35.1663375,-88.5766172,County centroid,,,,,MEM,,12.1,11.7,11.9,,,,,1463.7,42.01680672,Vacuum centrifuge then add 25 uL,,
E443,Heuchera americana var. brevipetala,,,,Athey 3076,,,,KY,Bell,36.7370344,-83.6491695,County centroid,,,,,MEM,,17.4,16.8,17.1,,,,,2103.3,29.23976608,Vacuum centrifuge then add 25 uL,,
E444,Heuchera villosa,,,,Athey 1073,,,,KY,Lyon,36.9981232,-88.0658149,County centroid,,,,,MEM,,2.31,2.21,2.26,,,,,277.98,Use whole sample,Vacuum centrifuge then add 25 uL,,
E445,Heuchera villosa,,,,Rodgers 67208,,,,SC,Greenville,35.030543,-82.785407,SERNEC,,,35.030543,-82.785407,MEM,,16.1,15.9,16,,,,,1968,31.25,Vacuum centrifuge then add 25 uL,,
E446,Distephanus quartzicola,,,,Bayer MAD-04033,,"Massif de Itremo, along 'paved' section of road over Itremo at a place known locally as ""lanasana"", 1594 m",Madagascar,Fianarantsoa,,-20.6472222,46.5916667,SERNEC,,,"20 34'29"" S","46 35'03"" E",MEM,,46.7,45.7,46.2,,,,,5682.6,10.82251082,Vacuum centrifuge then add 25 uL,,
E467,Xanthisma gracile,,,,Challagundla LC13,MISSA034362,,,AZ,Santa Cruz,31.67921,-110.65564,SERNEC,,,31.67921,-110.65564,MISSA,,2.6,2.56,2.58,,,,,317.34,Use whole sample,Vacuum centrifuge then add 25 uL,,
E468,Acamptopappus sphaerocephalus,,,,Fishbein 4562,MISSA003445,,,AZ,La Paz,33.970833,-113.57083,SERNEC,,,33.970833,-113.570833,MISSA,,4.62,4.44,4.53,,,,,557.19,110.3752759,Vacuum centrifuge then add 25 uL,,
E469,Sericocarpus tortifolius,,,,Fishbein 5274,MISSA005580,,,MS,Perry,30.9155,-88.976167,SERNEC,,,30.9155,-88.976167,MISSA,,46.4,46,46.2,,,,,5682.6,10.82251082,Vacuum centrifuge then add 25 uL,,
E470,Pityopsis graminifolia,,,,Fishbein 4939,MISSA005327,,,MS,Stone,30.857667,-88.999167,SERNEC,,,30.857667,-88.999167,MISSA,,28.3,27.4,27.85,,,,,3425.55,17.95332136,Vacuum centrifuge then add 25 uL,,
E471,Ampelaster carolinianus,,,,Fishbein 5283,MISSA003546,,,FL,Martin,26.989167,-80.150167,SERNEC,,,26.989167,-80.150167,MISSA,,92.2,88.9,90.55,,,,,11137.65,5.521811154,Vacuum centrifuge then add 25 uL,,
E472,Bigelowia nudata,,,,Thomas 152577,MISSA003827,,,LA,St. Tammany,#VALUE!,#VALUE!,SERNEC,,,"Sec. 47, T9S, R13E",,MISSA,,94.9,90.5,92.7,,,,,11402.1,5.393743258,Vacuum centrifuge then add 25 uL,,
E473,Ionactis linariifolius,,,,Majure 1285,MISSA004949,,,MS,Newton,32.39446,-88.97443,SERNEC,,,32.39446,-88.97443,MISSA,,18,17,17.5,,,,,2152.5,28.57142857,Vacuum centrifuge then add 25 uL,,
E474,Eurybia hemispherica,,,,Majure 1835,MISSA030306,,,MS,Grenada,33.7903,-89.6059,SERNEC,,,33.7903,-89.6059,MISSA,,6.76,6.54,6.65,,,,,817.95,75.18796992,Vacuum centrifuge then add 25 uL,,
E475,Doellingeria sericocarpoides,,,,MacDonald 9869,MISSA004212,,,MS,Winston,33.263485,-89.09996,SERNEC,,,33.263485,-89.09996,MISSA,,36.8,35.7,36.25,,,,,4458.75,13.79310345,Vacuum centrifuge then add 25 uL,,
E476,Erigeron philadelphicus,,,,Folk 471,,,,MS,Oktibbeha,33.507878,-88.737323,SERNEC,,,33.507878,-88.737323,MISSA,,9.43,9.18,9.305,,,,,1144.515,53.73455132,Vacuum centrifuge then add 25 uL,,
E477,Chrysopsis mariana,,,,Folk 274,,,,MS,Winston,33.229444,-88.913056,SERNEC,,,33.229444,-88.913056,MISSA,,73.3,70,71.65,,,,,8812.95,6.978367062,Vacuum centrifuge then add 25 uL,,
E478,Brintonia discoidea,,,,Folk 291,,,,MS,Winston,33.225685,-88.911011,SERNEC,,,33.225685,-88.911011,MISSA,,21.2,20.3,20.75,,,,,2552.25,24.09638554,Vacuum centrifuge then add 25 uL,,
E479,Solidago altissima var. plurcephala,,,,Folk 280,,,,MS,Winston,33.2775,-88.898889,SERNEC,,,33.2775,-88.898889,MISSA,,68.7,65.4,67.05,,,,,8247.15,7.457121551,Vacuum centrifuge then add 25 uL,,
E480,Euthamia graminifolia,,,,Folk 309,,,,MS,Monroe,33.680908,-88.526894,SERNEC,,,33.680908,-88.526894,MISSA,,35,33.6,34.3,,,,,4218.9,14.57725948,Vacuum centrifuge then add 25 uL,,
E481,Boltonia diffusa,,,,Folk 335,,,,MS,Oktibbeha,33.369865,-88.993401,SERNEC,,,33.369865,-88.993401,MISSA,,10.8,10.3,10.55,,,,,1297.65,47.39336493,Vacuum centrifuge then add 25 uL,,
E482,Heterotheca latifolia,,,,Folk 332,,,,MS,Oktibbeha,33.345131,-89.034752,SERNEC,,,33.345131,-89.034752,MISSA,,25.1,23.7,24.4,,,,,3001.2,20.49180328,Vacuum centrifuge then add 25 uL,,
E483,Heuchera alba,,,Deposited at MISSA,Schuette 1988,,"Hawn's Overlook, Raystown Lake Recreation Area",,PA,Huntingdon,40.42629,-78.01899,,,1,40.42629,-78.01899,,,9.12,9.03,9.075,,,,,1116.225,55.09641873,Vacuum centrifuge then add 25 uL,,
E484,Heuchera alba,,,Deposited at MISSA,Schuette 1989,,"Allegrippis Ridge, Aitch Barrens, Raystown Lake Recreation Area",,PA,Huntingdon,40.33087,-78.16854,,,1,40.33087,-78.16854,,,5.1,5.09,5.095,,,,,626.685,98.13542689,Vacuum centrifuge then add 25 uL,,
E485,Heuchera alba,,,Deposited at MISSA,Chris Tracey	s.n.,,"Hopewell Twp., Sparks Farm North Barrens",,PA,Bedford,40.06696,-78.32041,,,1,40.06696,-78.32041,,,8.85,8.7,8.775,,,,,1079.325,56.98005698,Vacuum centrifuge then add 25 uL,,
E486,Heuchera alba,,,Deposited at MISSA,Schuette 2265,,"Allegrippis Ridge, Aitch Barrens, Raystown Lake Recreation Area",,PA,Huntingdon,40.33087,-78.16854,,,1,40.33087,-78.16854,,,8.73,8.68,8.705,,,,,1070.715,57.43825388,Vacuum centrifuge then add 25 uL,,
E487,Heuchera alba,,,Deposited at MISSA,Schuette 2266,,"State Game Lands 118, Schumacker Run",,PA,Blair,40.47836,-78.15969,,,1,40.47836,-78.15969,,,7.63,7.37,7.5,,,,,922.5,66.66666667,Vacuum centrifuge then add 25 uL,,
E488-1,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,24.6,24.2,24.4,,,,,3001.2,20.49180328,Vacuum centrifuge then add 25 uL,,
E488-2,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,11.8,11.6,11.7,,,,,1439.1,42.73504274,Vacuum centrifuge then add 25 uL,,
E488-3,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,45.4,44.9,45.15,,,,,5553.45,11.07419712,Vacuum centrifuge then add 25 uL,,
E488-4,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,11.3,11.1,11.2,,,,,1377.6,44.64285714,Vacuum centrifuge then add 25 uL,,
E488-5,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,43,43.3,43.15,,,,,5307.45,11.58748552,Vacuum centrifuge then add 25 uL,,
E488-6,Heuchera alba,,,Deposited at MISSA,Schuette 2271,,"Lower Turkeyfoot Twp., State Game Lands 111, Bidwell Slopes",,PA,Somerset,39.849,-79.406,,,6,39.849,-79.406,,,44.2,43.8,44,,,,,5412,11.36363636,Vacuum centrifuge then add 25 uL,,
E489-1,Heuchera alba,,,Deposited at MISSA,Schuette 2283,,"Lower Turkeyfoot Twp., State Game Lands 111, Drake Run",,PA,Somerset,39.840693,-79.385401,,,5,39.840693,-79.385401,,,13.7,13.5,13.6,,,,,1672.8,36.76470588,Vacuum centrifuge then add 25 uL,,
E489-2,Heuchera alba,,,Deposited at MISSA,Schuette 2283,,"Lower Turkeyfoot Twp., State Game Lands 111, Drake Run",,PA,Somerset,39.840693,-79.385401,,,5,39.840693,-79.385401,,,24.5,24.2,24.35,,,,,2995.05,20.5338809,Vacuum centrifuge then add 25 uL,,
E489-3,Heuchera alba,,,Deposited at MISSA,Schuette 2283,,"Lower Turkeyfoot Twp., State Game Lands 111, Drake Run",,PA,Somerset,39.840693,-79.385401,,,5,39.840693,-79.385401,,,13.7,13.6,13.65,,,,,1678.95,36.63003663,Vacuum centrifuge then add 25 uL,,
E489-4,Heuchera alba,,,Deposited at MISSA,Schuette 2283,,"Lower Turkeyfoot Twp., State Game Lands 111, Drake Run",,PA,Somerset,39.840693,-79.385401,,,5,39.840693,-79.385401,,,24.8,24.8,24.8,,,,,3050.4,20.16129032,Vacuum centrifuge then add 25 uL,,
E489-5,Heuchera alba,,,Deposited at MISSA,Schuette 2283,,"Lower Turkeyfoot Twp., State Game Lands 111, Drake Run",,PA,Somerset,39.840693,-79.385401,,,5,39.840693,-79.385401,,,17.9,17.6,17.75,,,,,2183.25,28.16901408,Vacuum centrifuge then add 25 uL,,
E490,Heuchera americana var. brevipetala,,,,Holmes 10831,211832,Bringle Lake; a mesic White oak - Chinquapin oak forest; fls cream,,TX,Bowie,33.4198886,-94.4479626,County centroid,,,,,TEX,,9.73,8.67,9.2,,,,,1131.6,54.34782609,Vacuum centrifuge then add 25 uL,,
E491,Heuchera americana var. brevipetala,,,,Correll 37142,459919,"On wooded bluff along Rte. 559, 1 mile North of Wamba",,TX,Bowie,33.4198886,-94.4479626,County centroid,,,,,TEX,,6.51,6.54,6.525,,,,,802.575,76.62835249,Vacuum centrifuge then add 25 uL,,
E492,Heuchera americana var. brevipetala,,,,Correll 31281,352864,"Hardwood slopes above Waterworks Lake, just NE of Wamba",,TX,Bowie,33.4198886,-94.4479626,County centroid,,,,,TEX,,4.51,4.28,4.395,,,,,540.585,113.7656428,Vacuum centrifuge then add 25 uL,,
E493,Heuchera americana var. brevipetala,,,,Correll 16148,459907,On steep bank of North-facing wooded ravine along big Cypress Bayou near Jefferson,,TX,Marion,32.7931661,-94.344488,County centroid,,,,,TEX,,3.57,3.58,3.575,,,,,439.725,Use whole sample,Vacuum centrifuge then add 25 uL,,
E494,Heuchera americana var. brevipetala,,,,Correll 18785,459908,"On rich wooded slope of ravine along Cypress Bayou, below small roadside park near Jefferson",,TX,Harrison,32.5233959,-94.3982158,County centroid,,,,,TEX,,1.35,1.17,1.26,,,,,154.98,Use whole sample,Vacuum centrifuge then add 25 uL,,
E495,Heuchera versicolor,,,,Butterwick 3778,283406,Infrequent Perennial Herb from a woody caudex. Collected at head of minor drainage off east summit of Chinati Peak In igneous soils at ca. 7700 ft. elevation,,TX,Presidio,29.9883766,-104.233655,County centroid,,,,,TEX,,9.43,9.58,9.505,,,,,1169.115,52.60389269,Vacuum centrifuge then add 25 uL,,
E496,Heuchera versicolor,,,,Correll 13515,283407,"In mats in rock crevices, North slope and summit of Mount Livermore, Davis Mountains",,TX,Jeff Davis,30.7018281,-104.1501698,County centroid,,,,,TEX,,5.76,5.93,5.845,,,,,718.935,85.54319932,Vacuum centrifuge then add 25 uL,,
E497,Heuchera versicolor,,,,Correll 18299,459698,"On rock Ledges along the stream in oak-maple forest just above Boot Spring, Chisos Mts., Big Bend National Park; flowers white.",,TX,Brewster,29.8462742,-103.2400734,County centroid,,,,,TEX,,2.09,2.04,2.065,,,,,253.995,Use whole sample,Vacuum centrifuge then add 25 uL,,
E498,Heuchera americana var. hirsuticaulis,,,,D'Arcy 4497,,"West of Dardendale, Mount Nebo State Park, Road up Mt. Nebo",,AR,Yell,35.221944,93.243611,SERNEC,,,35.221944,93.243611,TEX,,28.1,28.4,28.25,,,,,3474.75,17.69911504,Vacuum centrifuge then add 25 uL,,
E499,Heuchera americana var. hirsuticaulis,,,,Kral 67083,,By Ark. 7 ca. 2.5 mi. s. Garland Co. line and 6.5 mi. n. Bismark; Shaley Creek Bluff,,AR,Garland,34.5488944,-93.1838539,County centroid,,,,,TEX,,34.1,33.8,33.95,,,,,4175.85,14.7275405,Vacuum centrifuge then add 25 uL,,
E500,Heuchera americana var. hirsuticaulis,,,,Krall 61777,,"Shale barrens above baker creek where crossed by Ark. 4, East of wickes.",,AR,Howard,34.0744088,-93.9745776,County centroid,,,,,TEX,,6.32,5.66,5.99,,,,,736.77,83.47245409,Vacuum centrifuge then add 25 uL,,
E501,Heuchera americana var. hirsuticaulis,,,,Kral 59876,,Just below Toad Suck Ferry just South of Ark. 60; shaley sandy bluffs,,AR,Faulkner,35.1470851,-92.3219053,County centroid,,,,,TEX,,23.7,22.3,23,,,,,2829,21.73913043,Vacuum centrifuge then add 25 uL,,
E502,Heuchera americana var. calycosa,,,,Orzell 9505,,"Blue Ridge mesic lower slope hardwood forest, SEQ, NEQ, Sec. 17, T15S, R10E, & Sec. 16, W of Pine Glen campground and FS Rd 500, along Shoal Creek and in small ravine S of creek and N of FS Rd531, ca. 5 air mi N of Heflin, Heflin 7.5' Quad., Choccolocco WMA; Talladega NF. Elevation 940-1020 ft.",,AL,Cleburne,33.721111,-85.604444,SERNEC,,,33.721111,85.604444,TEX,,6.63,6.13,6.38,,,,,784.74,78.36990596,Vacuum centrifuge then add 25 uL,,
E503,Heuchera americana var. hirsuticaulis,,,,Raven 27489,,"6.5 mi W of DeSoto. Township 39 N. Range 3 E. Section 11. Wooded slopes and flats along Mammoth Road, near Mammoth Creek ca. 0.3 mi NE of its confluence with Big River",,MO,Jefferson,38.125,-90.675,SERNEC,,,38.125,90.675,TEX,,8.43,7.56,7.995,,,,,983.385,62.53908693,Vacuum centrifuge then add 25 uL,,
E504,Heuchera villosa var. villosa,,,,Hill 23120,,Hogpen Gap; 3485 feet elevation. Dense Shade. On rocks with 1 inch of soil. Wet from drainage down the slope. Off-white corollas. Orange anthers.,,GA,Union,34.8180274,-83.9903969,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E505,Heuchera americana var. americana,,,,Pyron 2492,,"Moist Wooded Hillside. Shell Bluff, 9 mi. E of McBean.",,GA,Burke,33.0482247,-81.9575983,County centroid,,,,,TEX,,1.67,1.51,1.59,,,,,195.57,Use whole sample,Vacuum centrifuge then add 25 uL,,
E506,Heuchera americana var. americana,,,,Moldenke 30033,,On moist bank south of Amelia,,VA,Amelia,37.3319664,-78.008448,County centroid,,,,,TEX,,14.6,15,14.8,,,,,1820.4,33.78378378,Vacuum centrifuge then add 25 uL,,
E507,Heuchera americana var. americana,,,,Woodbury s.n.,,Union Mills to Marion. Western North Carolina,,NC,,,,,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E508,Heuchera americana var. americana,,,,Durham 2135,,Rocky River bottom,,NC,Durham,35.996653,-78.9018053,County centroid,,,,,TEX,,4.82,4.57,4.695,,,,,577.485,106.4962726,Vacuum centrifuge then add 25 uL,,
E509,Heuchera americana var. brevipetala,,,,Shoals 30506,,Rocky bluffs of Little Red River,,AR,Cleburne,35.5298937,-92.0312818,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E510,Heuchera americana var. americana,,,,Brown 2135,,rocky river bottom,,NC,Durham,35.996653,-78.9018053,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E511,Heuchera americana var. americana,,,,Crawford 223,,In rocky sandy soil along a small stream about 5 miles southeast of Fayette.,,AL,Fayette,33.7303493,-87.7419088,County centroid,,,,,TEX,,7.33,7.1,7.215,,,,,887.445,69.3000693,Vacuum centrifuge then add 25 uL,,
E512,Heuchera americana var. calycosa,,,,King 87,,Meriwether Lewis National Monument. Dyestone Hollow. Stream Border. Damp Woods.,,TN,Lewis,46.5612011,-122.4225561,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E513,Heuchera americana var. hirsuticaulis,,,,Randrianaivo 423,,"Hawn State Park, oak forest.",,MO,Saint Genevieve,37.828889,-90.225556,SERNEC,,,37.828889,90.225556,TEX,,37.7,39.8,38.75,,,,,4766.25,12.90322581,Vacuum centrifuge then add 25 uL,,
E514,Heuchera americana var. calycosa,,,,Kral 63437,,"Shaded Limestone outcrop, cliff above Coosa River, ca. 2 mi. South of Rome by quarry road",,GA,Floyd,34.2421984,-85.2229248,County centroid,,,,,TEX,,4.87,4.85,4.86,,,,,597.78,102.8806584,Vacuum centrifuge then add 25 uL,,
E515,Heuchera americana var. calycosa,,,,Wofford 96-38,,"Westfacing roadbank on old 25E, 0.6 miles NW of intersection with 11W",,TN,Grainger,36.2810821,-83.5107018,County centroid,,,,,TEX,,2.28,2.18,2.23,,,,,274.29,Use whole sample,Vacuum centrifuge then add 25 uL,,
E516,Heuchera americana var. americana,Heuchera caroliniana,RAF,,Haesloop 504,,"1/16 of mile off of Rt. 49 on Rt. 1502. Right on 1505, one mile to creek bridge.",,NC,Stanly,35.3235477,-80.2391366,County centroid,,,,,TEX,,1.11,1.02,1.065,,,,,130.995,Use whole sample,Vacuum centrifuge then add 25 uL,,
E517,Heuchera americana var. americana,,,,Roller 1/60,,Cowbell Lake,,KY,Madison,37.7298081,-84.2974735,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E518,Heuchera americana var. calycosa,,,,Moldenke 27133,,"On wet rocks, Chilhowee Mountains",,TN,Blount,35.6719722,-83.9314465,County centroid,,,,,TEX,,7.55,7.55,7.55,,,,,928.65,66.22516556,Vacuum centrifuge then add 25 uL,,
E519,Heuchera americana var. americana,,,,Moldenke 27000,,In moist woodland,,GA,McCormick,43.2568523,-8.5498312,County centroid,,,,,TEX,,22.8,23.2,23,,,,,2829,21.73913043,Vacuum centrifuge then add 25 uL,,
E520,Heuchera americana var. brevipetala,,,,Thieret 22647,,"Oak-pine woods, with some hickory, on NW facing slope, sandy clay soil, with sandstone rock occasional.",,LA,Caddo,35.131317,-98.3797949,County centroid,,,,,TEX,,3.37,3.28,3.325,,,,,408.975,Use whole sample,Vacuum centrifuge then add 25 uL,,
E521,Heuchera americana var. hirsuticaulis,,,,Hardin 634,,Rich Woods on southeast-facing slope between Fly Gap and Cass; elevation 1800 feet,,AR,Franklin,35.5110075,-93.8864847,County centroid,,,,,TEX,,19.4,18.6,19,,,,,2337,26.31578947,Vacuum centrifuge then add 25 uL,,
E522,Heuchera americana var. calycosa,,,,McVaugh 8610,,"Flat-rock southwest of Blake's Ferry on Tallapoosa river, ca. 7 miles west of Wedowee; abundant on roadside bank.",,AL,Randolph,33.2651763,-85.4693961,County centroid,,,,,TEX,,1.61,1.52,1.565,,,,,192.495,Use whole sample,Vacuum centrifuge then add 25 uL,,
E523,Heuchera americana var. americana,,,,Bright 15210,,,,PA,Allegheny,40.4597204,-79.9760405,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E524,Heuchera americana var. americana,,,,McNeilus 97-384,,Steep Bank along Davis Creek Road. About 4.0 miles east of Duff,,TN,Campbell,36.3865389,-84.1351617,County centroid,,,,,TEX,,11.8,11.1,11.45,,,,,1408.35,43.66812227,Vacuum centrifuge then add 25 uL,,
E525,Heuchera alba,,,,Moldenke 27236,,"On wet shaded bank, Montgomery Ferry",,PA,Perry,40.3966461,-77.2890283,County centroid,,,,,TEX,,3.97,3.59,3.78,,,,,464.94,Use whole sample,Vacuum centrifuge then add 25 uL,,
E526,Heuchera bracteata,,,,Denham 1715,,"in crevice of granite cliff in the vicinity of Castle Rock, Boulder Canyon. Elevation 7500 ft. Inflorescence secund.",,CO,Boulder,40.0149856,-105.270545,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E527,Heuchera bracteata,,,,Irving 310,,Rocky Mountain National Park. Timberline area; 11400 ft. altitude.; rocky,,CO,Larimer,40.6810174,-105.4726907,County centroid,,,,,TEX,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E528,Heuchera cylindrica var. cylindrica,,,,Thompson 554,,Alpine Slopes of Chipuin Mt. Marble mts. Elevation 6000 ft.,Canada,British Columbia,,,,,,,,,TEX,,1.53,1.28,1.405,,,,,172.815,Use whole sample,Vacuum centrifuge then add 25 uL,,
E529,Heuchea cylindrica var. alpina,,,,Cronquist 8503,,"Cliff-crevices and ledges of basaltic rock on north slope above Mill Creek, a little above Clear Lake, Warner Mts., 15 miles east of Likely. Elevation ~ 6500 feet",,CA,Modoc,41.5450487,-120.7435998,County centroid,,,,,TEX,,12.8,12.4,12.6,,,,,1549.8,39.68253968,Vacuum centrifuge then add 25 uL,,
E530,Heuchea cylindrica var. alpina,,,,Cronquist 8503,,"Cliff-crevices and ledges of basaltic rock on north slope above Mill Creek, a little above Clear Lake, Warner Mts., 15 miles east of Likely. Elevation ~ 6500 feet",,CA,Modoc,41.5450487,-120.7435998,County centroid,,,,,TEX,,34,32.4,33.2,,,,,4083.6,15.06024096,Vacuum centrifuge then add 25 uL,,
E531,Heuchea cylindrica var. alpina,,,,Tiehm 14292,,"Granite Range, China Mountain, road junction in saddle between white and Hanks Peaks. Forming large clumps in granite rock outcrops, abundant.",,NV,Elko,41.1958128,-115.3272864,County centroid,,,,,TEX,,33.6,32.4,33,,,,,4059,15.15151515,Vacuum centrifuge then add 25 uL,,
